연번,보호구역아이디,시설종류,대상시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,관리기관명,관리기관전화번호,관할경찰서명,CCTV설치여부,CCTV설치대수,데이터기준일자,이미지명,비고,구,zone_id,dist_nearest_stop_m,stops_in_300m,bus_category,slope_deg,slope_category,has_slope,accident_count,serious_count,minor_count,severity_score,slope_x_bus,risk_score_poisson,n_slope,n_bus,risk_score_spearman,risk_index,risk_index_scaled,위험등급
17,성남-01-017,초등학교,산운초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교원로117번길 11,경기도 성남시 분당구 운중동 927,37.389753,127.079005,경기도 성남시청,031-729-3672,분당경찰서,Y,9,2022-09-02,성남-01-017-B-01.jpeg,,분당구,10,227.1407842775658,3,0.0,4.139996870111965,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
18,성남-01-018,초등학교,운중초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 운중로45번길 8,경기도 성남시 분당구 운중동 893,37.392299,127.068869,경기도 성남시청,031-729-3672,분당경찰서,Y,10,2022-09-01,성남-01-018-B-01.jpeg,,분당구,11,200.27379152436825,3,0.0,11.730083841463276,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
19,성남-01-019,초등학교,낙생초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 서판교로74번길 11,경기도 성남시 분당구 판교동 551,37.394357,127.098914,경기도 성남시청,031-729-3672,분당경찰서,Y,12,2022-08-25,성남-01-019-B-01.jpeg,,분당구,12,109.68205406024813,3,0.0,10.378002991346634,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
20,성남-01-020,초등학교,신백현초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교역로14번길 42,경기도 성남시 분당구 백현동 559,37.387211,127.111969,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-11,성남-01-020-B-01.jpeg,,분당구,13,93.44913222901064,10,1.0,2.12280014882702,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
21,성남-01-021,초등학교,성남화랑초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 동판교로 77,경기도 성남시 분당구 백현동 547,37.389912,127.116021,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-29,성남-01-021-B-01.jpeg,,분당구,14,55.68242933409208,9,1.0,1.1120448216014733,0,True,1,0,1,1,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
29,성남-01-029,초등학교,성남북초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 희망로534번길 3,경기도 성남시 수정구 산성동 2137,37.451501,127.151474,경기도 성남시청,031-729-3672,성남수정경찰서,Y,6,2022-08-17,성남-01-029-B-01.jpeg,,수정구,15,118.90722393065256,5,0.0,6.549038575150203,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
30,성남-01-030,초등학교,성남수정초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 제일로123번길 9,경기도 성남시 수정구 수진동 4347,37.436537,127.132013,경기도 성남시청,031-729-3672,성남수정경찰서,Y,6,2022-08-11,성남-01-030-B-01.jpeg,,수정구,16,164.12654925645268,4,0.0,3.6686837934935608,1,True,2,1,1,3,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
31,성남-01-031,초등학교,수진초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 탄리로95번길 16,경기도 성남시 수정구 태평동 3756,37.444583,127.133028,경기도 성남시청,031-729-3672,성남수정경찰서,Y,10,2022-09-01,성남-01-031-B-01.jpeg,,수정구,17,122.20342765402403,13,0.0,5.704682144156266,2,True,1,0,1,1,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
32,성남-01-032,초등학교,희망대초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 공원로370번길 29,경기도 성남시 수정구 신흥동 1232,37.447419,127.148651,경기도 성남시청,031-729-3672,성남수정경찰서,Y,5,2022-08-11,성남-01-032-B-01.jpeg,,수정구,18,273.31030297774487,1,0.0,7.391022266190749,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
33,성남-01-033,초등학교,성남서초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 태평로 19,경기도 성남시 수정구 태평동 5090-1,37.448648,127.129307,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-11,성남-01-033-B-01.jpeg,,수정구,19,212.3512451024192,4,0.0,6.247745590467619,2,True,1,0,1,1,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
34,성남-01-034,초등학교,성남신흥초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 공원로436번길 17,경기도 성남시 수정구 신흥동 47-3,37.450606,127.143481,경기도 성남시청,031-729-3672,성남수정경찰서,Y,2,2022-08-29,성남-01-034-B-01.jpeg,,수정구,20,158.16796062554823,5,0.0,8.488938282994493,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
35,성남-01-035,초등학교,단대초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 단대로 30,경기도 성남시 수정구 단대동 77,37.453611,127.157748,경기도 성남시청,031-729-3672,성남수정경찰서,Y,9,2022-08-04,성남-01-035-B-01.jpeg,,수정구,21,226.78855635342288,2,0.0,8.062086597012359,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
36,성남-01-036,초등학교,복정초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 성남대로1480번길 25,경기도 성남시 수정구 복정동 665,37.462178,127.129633,경기도 성남시청,031-729-3672,성남수정경찰서,Y,6,2022-08-25,성남-01-036-B-01.jpeg,,수정구,22,305.25948284430945,0,0.0,5.277334286506768,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
37,성남-01-037,초등학교,성남양지초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 논골로36번길 33,경기도 성남시 수정구 양지동 386,37.459811,127.161849,경기도 성남시청,031-729-3672,성남수정경찰서,Y,3,2022-08-29,성남-01-037-B-01.jpeg,,수정구,23,260.7281053087288,1,0.0,11.134296135042332,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
38,성남-01-038,초등학교,위례고운초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 위례순환로 155,경기도 성남시 수정구 창곡동 511,37.471539,127.145669,경기도 성남시청,031-729-3672,성남수정경찰서,N,0,2022-08-25,성남-01-038-B-01.jpeg,,수정구,24,95.54401450562531,6,1.0,2.1729090840153007,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
39,성남-01-039,초등학교,위례한빛초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 위례동로 55,경기도 성남시 수정구 창곡동 570,37.465766,127.147017,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-09-01,성남-01-039-B-01.jpeg,,수정구,25,102.29328393722042,6,0.0,3.0713286273505753,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
40,성남-01-040,초등학교,위례푸른초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 위례순환로 205,경기도 성남시 수정구 창곡동 518,37.470859,127.150884,경기도 성남시청,031-729-3672,성남수정경찰서,N,0,2022-08-25,성남-01-040-B-01.jpeg,,수정구,26,107.87136511588973,8,0.0,2.629139231219189,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
41,성남-01-041,초등학교,위례중앙초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 위례순환로 71,경기도 성남시 수정구 창곡동 502,37.472108,127.135904,경기도 성남시청,031-729-3672,성남수정경찰서,Y,1,2022-08-25,성남-01-041-B-01.jpeg,,수정구,27,135.82565729286242,7,0.0,1.1605346236031264,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
44,성남-01-044,초등학교,불정초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 돌마로 250,경기도 성남시 분당구 정자동 203,37.361961,127.119901,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-26,성남-01-044-B-01.jpeg,,분당구,28,110.28614822305768,11,0.0,2.002484578513941,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
45,성남-01-045,초등학교,상탑초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교로 647,경기도 성남시 분당구 야탑동 161,37.406391,127.145731,경기도 성남시청,031-729-3672,분당경찰서,Y,2,2022-09-01,성남-01-045-B-01.jpeg,,분당구,29,96.43102887158828,11,1.0,6.969552857567136,2,True,0,0,0,0,2.0,0.33186921235444417,0.6666666666666666,0.3333333333333333,-0.118492,0.33186921235444417,47.003216557403675,고위험
46,성남-01-046,초등학교,서현초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 중앙공원로39번길 12,경기도 성남시 분당구 서현동 87-1,37.382657,127.128716,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-22,성남-01-046-B-01.jpeg,,분당구,30,159.65519668953672,7,0.0,1.4284942558030942,0,True,1,0,1,1,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
47,성남-01-047,초등학교,성남신기초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 황새울로 74,경기도 성남시 분당구 정자동 89,37.367082,127.110497,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-11,성남-01-047-B-01.jpeg,,분당구,31,108.05175090450612,7,0.0,1.7763012072739204,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
48,성남-01-048,초등학교,성남장안초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 장안로51번길 10,경기도 성남시 분당구 분당동 91,37.372411,127.144368,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-17,성남-01-048-B-01.jpeg,,분당구,32,162.5790847867641,12,0.0,3.3243381334413695,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
49,성남-01-049,초등학교,안말초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 양현로 104,경기도 성남시 분당구 이매동 118,37.393296,127.125952,경기도 성남시청,031-729-3672,분당경찰서,Y,2,2022-08-11,성남-01-049-B-01.jpeg,,분당구,33,66.79051340404635,10,1.0,1.2314345388112653,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
50,성남-01-050,초등학교,야탑초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 양현로 400,경기도 성남시 분당구 야탑동 333,37.416515,127.125812,경기도 성남시청,031-729-3672,분당경찰서,Y,8,2022-07-27,성남-01-050-B-01.jpeg,,분당구,34,249.4232548252173,1,0.0,0.6154415711951395,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
51,성남-01-051,초등학교,오리초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 미금로 121,경기도 성남시 분당구 구미동 115,37.344351,127.115379,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-17,성남-01-051-B-01.jpeg,,분당구,35,79.69194206805786,6,1.0,0.9467054255483979,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
52,성남-01-052,초등학교,이매초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 양현로 146,경기도 성남시 분당구 이매동 112,37.397061,127.126137,경기도 성남시청,031-729-3672,분당경찰서,Y,2,2022-07-27,성남-01-052-B-01.jpeg,,분당구,36,132.11592240995708,8,0.0,1.6282115849248993,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
53,성남-01-053,초등학교,청솔초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 금곡로 243,경기도 성남시 분당구 금곡동 131,37.354261,127.113886,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-25,성남-01-053-B-01.jpeg,,분당구,37,286.83792377439437,1,0.0,3.0224532657073926,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
54,성남-01-054,초등학교,당촌초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 분당로 196,경기도 성남시 분당구 분당동 36,37.373791,127.131084,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-31,성남-01-054-B-01.jpeg,,분당구,38,90.79434201291244,7,1.0,1.5064585291238097,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
55,성남-01-055,초등학교,한솔초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 돌마로 303,경기도 성남시 분당구 정자동 113,37.366942,127.117969,경기도 성남시청,031-729-3672,분당경찰서,Y,1,2022-08-26,성남-01-055-B-01.jpeg,,분당구,39,176.0186452573453,3,0.0,2.0076079920547723,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
56,성남-01-056,초등학교,수내초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 백현로243번길 12,경기도 성남시 분당구 수내동 81,37.367765,127.124663,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-22,성남-01-056-B-01.jpeg,,분당구,40,91.26814730139488,12,1.0,1.8839911085272771,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
57,성남-01-057,초등학교,성남송현초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 동판교로 258,경기도 성남시 분당구 삼평동 710,37.405458,127.116346,경기도 성남시청,031-729-3672,분당경찰서,Y,5,2022-09-02,성남-01-057-B-01.jpeg,,분당구,41,71.94469737287632,8,1.0,2.0457879193919393,0,True,1,0,1,1,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
58,성남-01-058,초등학교,판교초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교원로 231,경기도 성남시 분당구 판교동 636,37.387028,127.091683,경기도 성남시청,031-729-3672,분당경찰서,Y,5,2022-09-01,성남-01-058-B-01.jpeg,,분당구,42,218.01838281883641,2,0.0,6.7900639466067005,2,True,0,0,0,0,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
60,성남-01-060,초등학교,태평초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 남문로32번길 7,경기도 성남시 수정구 태평동 3743,37.445004,127.131161,경기도 성남시청,031-729-3672,성남수정경찰서,Y,6,2022-08-11,성남-01-060-B-01.jpeg,,수정구,43,40.511678999887394,10,2.0,7.1556783191104545,2,True,1,1,0,2,4.0,0.36147398875538284,0.6666666666666666,0.6666666666666666,-0.118492,0.36147398875538284,72.37016434063793,고위험
61,성남-01-061,초등학교,성수초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 모란로 11,경기도 성남시 수정구 수진동 4786,37.434814,127.127198,경기도 성남시청,031-729-3672,성남수정경찰서,Y,9,2022-08-04,성남-01-061-B-01.jpeg,,수정구,44,209.1263028419881,4,0.0,2.9012591780925208,0,True,3,1,2,4,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
62,성남-01-062,초등학교,금빛초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 남문로 112,경기도 성남시 수정구 태평동 7289,37.447427,127.140585,경기도 성남시청,031-729-3672,성남수정경찰서,Y,7,2022-08-11,성남-01-062-B-01.jpeg,,수정구,45,71.992252800855,8,1.0,7.233056122101894,2,True,0,0,0,0,2.0,0.33186921235444417,0.6666666666666666,0.3333333333333333,-0.118492,0.33186921235444417,47.003216557403675,고위험
63,성남-01-063,초등학교,왕남초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 대왕판교로959번길 48,경기도 성남시 수정구 고등동 459,37.428546,127.097889,경기도 성남시청,031-729-3672,성남수정경찰서,Y,5,2022-09-02,성남-01-063-B-01.jpeg,,수정구,46,191.1613259625995,4,0.0,4.3464370907806025,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
64,성남-01-064,초등학교,성남초등학교,경기도,성남시 수정구,41131,경기도 성남시 수정구 수정로 233,경기도 성남시 수정구 태평동 7326,37.446085,127.144145,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-17,성남-01-064-B-01.jpeg,,수정구,47,139.89597164370122,7,0.0,6.246285039994742,2,True,4,2,2,6,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
66,성남-01-066,초등학교,불곡초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 무지개로 129,경기도 성남시 분당구 구미동 241,37.341053,127.119354,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-25,성남-01-066-B-01.jpeg,,분당구,48,151.06981169392566,7,0.0,2.9026120443788086,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
67,성남-01-067,초등학교,서당초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 돌마로476번길 30,경기도 성남시 분당구 서현동 303,37.374681,127.134344,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-31,성남-01-067-B-01.jpeg,,분당구,49,107.0135523125019,12,0.0,1.0050785098163213,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
68,성남-01-068,초등학교,성남매송초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 탄천로 97,경기도 성남시 분당구 이매동 136,37.401989,127.122875,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-07-27,성남-01-068-B-01.jpeg,,분당구,50,57.09527842446148,7,1.0,1.6130601331026226,0,True,0,0,0,0,0.0,0.30172490688817327,0.0,0.3333333333333333,0.0,0.30172490688817327,21.173971560960762,중위험
69,성남-01-069,초등학교,성남정자초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 분당수서로 442,경기도 성남시 분당구 정자동 6-2,37.374281,127.105591,경기도 성남시청,031-729-3672,분당경찰서,Y,2,2022-08-25,성남-01-069-B-01.jpeg,,분당구,51,219.40801671323985,4,0.0,1.7960433970357332,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
70,성남-01-070,초등학교,양영초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 불정로406번길 17,경기도 성남시 분당구 서현동 319,37.374728,127.139518,경기도 성남시청,031-729-3672,분당경찰서,Y,4,2022-08-22,성남-01-070-B-01.jpeg,,분당구,52,114.86013855145067,10,0.0,3.8030059939650593,1,True,0,0,0,0,0.0,0.2905219673416973,0.3333333333333333,0.0,-0.059246,0.2905219673416973,11.574696814025806,저위험
71,성남-01-071,초등학교,중탑초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 벌말로 68,경기도 성남시 분당구 야탑동 212,37.413924,127.139686,경기도 성남시청,031-729-3672,분당경찰서,Y,2,2022-08-29,성남-01-071-B-01.jpeg,,분당구,53,81.66869831786875,12,1.0,3.1637062911477436,1,True,0,0,0,0,1.0,0.31643831499471753,0.3333333333333333,0.3333333333333333,-0.059246,0.31643831499471753,33.78120257319329,고위험
72,성남-01-072,초등학교,초림초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 수내로90번길 26,경기도 성남시 분당구 수내동 35,37.376826,127.117592,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-31,성남-01-072-B-01.jpeg,,분당구,54,110.15205063662874,9,0.0,1.0567351365054543,0,True,0,0,0,0,0.0,0.27701358966788153,0.0,0.0,0.0,0.27701358966788153,0.0,저위험
73,성남-01-073,초등학교,판교대장초등학교,경기도,성남시 분당구,41135,경기도 성남시 분당구 판교대장로5길 71,경기도 성남시 분당구 대장동 155,37.368667,127.069621,경기도 성남시청,031-729-3672,분당경찰서,Y,3,2022-08-31,성남-01-073-B-01.jpeg,,분당구,55,196.32216656306923,6,0.0,11.04595670736751,3,True,0,0,0,0,0.0,0.319547025360709,1.0,0.0,-0.177738,0.319547025360709,36.444911038993574,고위험
74,성남-01-074,유치원,별빛유치원,경기도,성남시 수정구,41131,경기도 성남시 수정구 수정로332번길 6-4,경기도 성남시 수정구 산성동 2120,37.452885,127.150066,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-17,성남-01-074-B-01.jpeg,미래유치원에서 명칭변경,수정구,56,120.81721098606022,6,0.0,7.311507956791434,2,True,1,0,1,1,0.0,0.30468907178627264,0.6666666666666666,0.0,-0.118492,0.30468907178627264,23.71382577815385,중위험
75,성남-01-075,유치원,성체유치원,경기도,성남시 수정구,41131,경기도 성남시 수정구 탄리로 31,경기도 성남시 수정구 수진동 664-2,37.439031,127.137447,경기도 성남시청,031-729-3672,성남수정경찰서,Y,4,2022-08-26,성남-01-075-B-01.jpeg,,수정구,57,51.67807751645941,5,1.0,4.635710089519056,1,True,5,1,4,6,1.0,0.31643831499471753,0.3333333333333333,0.3333333333333333,-0.059246,0.31643831499471753,33.78120257319329,고위험
76,성남-01-076,유치원,신흥성모유치원,경기도,성남시 수정구,41131,경기도 성남시 수정구 공원로 432,경기도 성남시 수정구 신흥동 89,37.449077,127.143242,경기도 성남시청,031-729-3672,성남수정경찰서,Y,3,2022-09-02,성남-01-076-B-01.jpeg,,수정구,58,53.52883438297032,10,1.0,7.909155743080433,2,True,0,0,0,0,2.0,0.33186921235444417,0.6666666666666666,0.3333333333333333,-0.118492,0.33186921235444417,47.003216557403675,고위험
